datetime,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,day_of_week,is_weekend,season,is_heating_period,hour_sin,hour_cos,month_sin,month_cos,day_of_week_sin,day_of_week_cos,wd_angle,wd_sin,wd_cos,is_stagnant,stagnant_duration,PM_ratio,air_quality_level,is_extreme_cold,is_extreme_hot,is_raining
2014-04-06 20:00:00,9645,2014,4,6,20,60.0,216.0,27.0,35.0,800.0,96.0,19.4,1009.8,-2.3,0.0,SW,5.702,Dongsi,6,1,2,0,-0.866,0.5,0.866,-0.5,-0.782,0.623,225.0,-0.707,-0.707,0,0,0.278,良,0,0,0
2014-04-06 21:00:00,9646,2014,4,6,21,67.0,178.0,26.0,38.0,700.0,84.0,18.5,1009.9,-1.4,0.0,SW,5.0,Dongsi,6,1,2,0,-0.707,0.707,0.866,-0.5,-0.782,0.623,225.0,-0.707,-0.707,0,0,0.376,良,0,0,0
2014-04-06 22:00:00,9647,2014,4,6,22,57.0,177.0,23.0,32.0,500.0,87.0,17.7,1009.8,-2.1,0.0,SW,4.2,Dongsi,6,1,2,0,-0.5,0.866,0.866,-0.5,-0.782,0.623,225.0,-0.707,-0.707,0,0,0.322,良,0,0,0
2014-04-06 23:00:00,9648,2014,4,6,23,48.0,152.0,21.0,30.0,500.0,83.0,16.8,1009.9,-1.4,0.0,SW,3.6,Dongsi,6,1,2,0,-0.259,0.966,0.866,-0.5,-0.782,0.623,225.0,-0.707,-0.707,0,0,0.316,良,0,0,0
2014-04-07 00:00:00,9649,2014,4,7,0,48.0,142.0,21.0,35.0,500.0,74.0,15.3,1009.6,-1.8,0.0,WSW,1.1,Dongsi,0,0,2,0,0.0,1.0,0.866,-0.5,0.0,1.0,247.5,-0.924,-0.383,0,0,0.338,良,0,0,0
2014-04-07 01:00:00,9650,2014,4,7,1,61.0,136.0,22.0,38.0,600.0,64.0,12.9,1009.4,-0.4,0.0,WSW,1.9,Dongsi,0,0,2,0,0.259,0.966,0.866,-0.5,0.0,1.0,247.5,-0.924,-0.383,0,0,0.449,良,0,0,0
2014-04-07 02:00:00,9651,2014,4,7,2,68.0,147.0,23.0,40.0,600.0,56.0,13.1,1009.4,0.5,0.0,SW,1.2,Dongsi,0,0,2,0,0.5,0.866,0.866,-0.5,0.0,1.0,225.0,-0.707,-0.707,0,0,0.463,良,0,0,0
2014-04-07 03:00:00,9652,2014,4,7,3,71.0,159.0,23.0,46.0,600.0,45.0,10.2,1009.6,1.0,0.0,SW,0.5,Dongsi,0,0,2,0,0.707,0.707,0.866,-0.5,0.0,1.0,225.0,-0.707,-0.707,1,1,0.447,良,0,0,0
2014-04-07 04:00:00,9653,2014,4,7,4,74.0,158.0,22.0,42.0,600.0,44.0,9.0,1009.5,1.2,0.0,WNW,0.4,Dongsi,0,0,2,0,0.866,0.5,0.866,-0.5,0.0,1.0,292.5,-0.924,0.383,1,2,0.468,良,0,0,0
2014-04-07 05:00:00,9654,2014,4,7,5,78.0,174.0,22.0,45.0,700.0,40.0,8.5,1009.8,2.1,0.0,SSW,0.9,Dongsi,0,0,2,0,0.966,0.259,0.866,-0.5,0.0,1.0,202.5,-0.383,-0.924,1,3,0.448,轻度污染,0,0,0
2014-04-07 06:00:00,9655,2014,4,7,6,83.0,162.0,19.0,50.0,800.0,31.0,9.6,1009.9,4.0,0.0,NE,0.8,Dongsi,0,0,2,0,1.0,0.0,0.866,-0.5,0.0,1.0,45.0,0.707,0.707,1,4,0.512,轻度污染,0,0,0
2014-04-07 07:00:00,9656,2014,4,7,7,89.0,166.0,19.0,53.0,800.0,28.0,13.5,1010.2,3.0,0.0,ESE,1.1,Dongsi,0,0,2,0,0.966,-0.259,0.866,-0.5,0.0,1.0,112.5,0.924,-0.383,0,0,0.536,轻度污染,0,0,0
2014-04-07 08:00:00,9657,2014,4,7,8,93.0,173.0,24.0,66.0,900.0,20.0,15.4,1010.4,1.5,0.0,WNW,0.8,Dongsi,0,0,2,0,0.866,-0.5,0.866,-0.5,0.0,1.0,292.5,-0.924,0.383,1,1,0.538,轻度污染,0,0,0
2014-04-07 09:00:00,9658,2014,4,7,9,105.0,179.0,25.0,81.0,1000.0,18.0,17.7,1010.5,2.4,0.0,NNW,0.9,Dongsi,0,0,2,0,0.707,-0.707,0.866,-0.5,0.0,1.0,337.5,-0.383,0.924,1,2,0.587,轻度污染,0,0,0
2014-04-07 10:00:00,9659,2014,4,7,10,97.0,234.0,27.0,79.0,900.0,32.0,19.1,1010.1,1.6,0.0,W,0.7,Dongsi,0,0,2,0,0.5,-0.866,0.866,-0.5,0.0,1.0,270.0,-1.0,-0.0,1,3,0.415,轻度污染,0,0,0
2014-04-07 11:00:00,9660,2014,4,7,11,97.0,234.0,28.0,79.0,900.0,32.0,20.8,1009.3,1.6,0.0,ESE,1.9,Dongsi,0,0,2,0,0.259,-0.966,0.866,-0.5,0.0,1.0,112.5,0.924,-0.383,0,0,0.415,轻度污染,0,0,0
2014-04-07 12:00:00,9661,2014,4,7,12,124.0,205.0,26.0,87.0,1000.0,57.0,22.4,1008.7,0.2,0.0,WNW,0.7,Dongsi,0,0,2,0,0.0,-1.0,0.866,-0.5,0.0,1.0,292.5,-0.924,0.383,1,1,0.605,中度污染,0,0,0
2014-04-07 13:00:00,9662,2014,4,7,13,115.0,159.0,24.0,63.0,800.0,97.0,23.7,1008.0,-0.6,0.0,SSW,2.0,Dongsi,0,0,2,0,-0.259,-0.966,0.866,-0.5,0.0,1.0,202.5,-0.383,-0.924,0,0,0.723,轻度污染,0,1,0
2014-04-07 14:00:00,9663,2014,4,7,14,120.0,184.0,26.0,69.0,900.0,108.0,24.0,1007.1,-1.1,0.0,SSE,2.2,Dongsi,0,0,2,0,-0.5,-0.866,0.866,-0.5,0.0,1.0,157.5,0.383,-0.924,0,0,0.652,中度污染,0,1,0
2014-04-07 15:00:00,9664,2014,4,7,15,112.0,199.0,23.0,54.0,800.0,143.0,24.4,1006.6,0.0,0.0,ESE,2.4,Dongsi,0,0,2,0,-0.707,-0.707,0.866,-0.5,0.0,1.0,112.5,0.924,-0.383,0,0,0.563,轻度污染,0,1,0
2014-04-07 16:00:00,9665,2014,4,7,16,94.0,156.0,21.0,37.0,700.0,201.0,24.3,1006.5,1.8,0.0,S,1.7,Dongsi,0,0,2,0,-0.866,-0.5,0.866,-0.5,0.0,1.0,180.0,0.0,-1.0,0,0,0.603,轻度污染,0,1,0
2014-04-07 17:00:00,9666,2014,4,7,17,111.0,146.0,22.0,32.0,700.0,191.0,23.0,1006.7,0.1,0.0,SSW,2.8,Dongsi,0,0,2,0,-0.966,-0.259,0.866,-0.5,0.0,1.0,202.5,-0.383,-0.924,0,0,0.76,轻度污染,0,0,0
2014-04-07 18:00:00,9667,2014,4,7,18,105.0,114.0,23.0,31.0,800.0,185.0,21.2,1007.2,0.4,0.0,S,1.6,Dongsi,0,0,2,0,-1.0,-0.0,0.866,-0.5,0.0,1.0,180.0,0.0,-1.0,0,0,0.921,轻度污染,0,0,0
2014-04-07 19:00:00,9668,2014,4,7,19,111.0,147.0,25.0,42.0,900.0,162.0,18.9,1008.0,0.5,0.0,S,0.1,Dongsi,0,0,2,0,-0.966,0.259,0.866,-0.5,0.0,1.0,180.0,0.0,-1.0,1,1,0.755,轻度污染,0,0,0
2014-04-07 20:00:00,9669,2014,4,7,20,124.0,187.0,25.0,44.0,1000.0,147.0,16.8,1008.5,2.0,0.0,SW,1.0,Dongsi,0,0,2,0,-0.866,0.5,0.866,-0.5,0.0,1.0,225.0,-0.707,-0.707,0,0,0.663,中度污染,0,0,0
2014-04-07 21:00:00,9670,2014,4,7,21,132.0,202.0,30.0,70.0,1300.0,108.0,17.0,1009.0,2.6,0.0,S,1.3,Dongsi,0,0,2,0,-0.707,0.707,0.866,-0.5,0.0,1.0,180.0,0.0,-1.0,0,0,0.653,中度污染,0,0,0
2014-04-07 22:00:00,9671,2014,4,7,22,152.0,237.0,38.0,66.0,1300.0,105.0,13.3,1009.5,3.4,0.0,SSW,0.1,Dongsi,0,0,2,0,-0.5,0.866,0.866,-0.5,0.0,1.0,202.5,-0.383,-0.924,1,1,0.641,重度污染,0,0,0
2014-04-07 23:00:00,9672,2014,4,7,23,154.0,233.0,39.0,84.0,1400.0,81.0,14.6,1010.0,2.8,0.0,ESE,1.9,Dongsi,0,0,2,0,-0.259,0.966,0.866,-0.5,0.0,1.0,112.5,0.924,-0.383,0,0,0.661,重度污染,0,0,0
2014-04-08 00:00:00,9673,2014,4,8,0,160.0,225.0,44.0,98.0,1500.0,68.0,14.5,1010.3,3.0,0.0,ESE,1.1,Dongsi,1,0,2,0,0.0,1.0,0.866,-0.5,0.782,0.623,112.5,0.924,-0.383,0,0,0.711,重度污染,0,0,0
2014-04-08 01:00:00,9674,2014,4,8,1,175.0,275.0,47.0,143.0,1600.0,22.0,12.6,1010.5,3.5,0.0,ENE,0.6,Dongsi,1,0,2,0,0.259,0.966,0.866,-0.5,0.782,0.623,67.5,0.924,0.383,1,1,0.636,重度污染,0,0,0
2014-04-08 02:00:00,9675,2014,4,8,2,193.0,316.0,43.0,141.0,1700.0,4.0,10.6,1010.4,4.1,0.0,NE,0.5,Dongsi,1,0,2,0,0.5,0.866,0.866,-0.5,0.782,0.623,45.0,0.707,0.707,1,2,0.611,重度污染,0,0,0
2014-04-08 03:00:00,9676,2014,4,8,3,184.0,304.0,43.0,120.0,1600.0,2.0,9.8,1010.5,5.2,0.0,NE,0.9,Dongsi,1,0,2,0,0.707,0.707,0.866,-0.5,0.782,0.623,45.0,0.707,0.707,1,3,0.605,重度污染,0,0,0
2014-04-08 04:00:00,9677,2014,4,8,4,173.0,266.0,39.0,106.0,1600.0,2.0,9.2,1010.7,5.4,0.0,NNE,1.1,Dongsi,1,0,2,0,0.866,0.5,0.866,-0.5,0.782,0.623,22.5,0.383,0.924,0,0,0.65,重度污染,0,0,0
2014-04-08 05:00:00,9678,2014,4,8,5,174.0,239.0,32.0,104.0,1700.0,2.0,8.3,1011.0,5.2,0.0,NE,0.8,Dongsi,1,0,2,0,0.966,0.259,0.866,-0.5,0.782,0.623,45.0,0.707,0.707,1,1,0.728,重度污染,0,0,0
2014-04-08 06:00:00,9679,2014,4,8,6,185.0,303.0,26.0,104.0,2100.0,2.0,9.5,1011.6,5.9,0.0,NE,0.0,Dongsi,1,0,2,0,1.0,0.0,0.866,-0.5,0.782,0.623,45.0,0.707,0.707,1,2,0.611,重度污染,0,0,0
2014-04-08 07:00:00,9680,2014,4,8,7,185.0,303.0,26.0,104.0,2100.0,2.0,13.1,1011.8,6.9,0.0,E,1.0,Dongsi,1,0,2,0,0.966,-0.259,0.866,-0.5,0.782,0.623,90.0,1.0,0.0,0,0,0.611,重度污染,0,0,0
2014-04-08 08:00:00,9681,2014,4,8,8,184.0,306.0,29.0,97.0,2500.0,4.0,15.4,1011.6,6.4,0.0,NE,1.1,Dongsi,1,0,2,0,0.866,-0.5,0.866,-0.5,0.782,0.623,45.0,0.707,0.707,0,0,0.601,重度污染,0,0,0
2014-04-08 09:00:00,9682,2014,4,8,9,192.0,306.0,36.0,110.0,2200.0,21.0,17.4,1011.6,6.9,0.0,NNW,1.3,Dongsi,1,0,2,0,0.707,-0.707,0.866,-0.5,0.782,0.623,337.5,-0.383,0.924,0,0,0.627,重度污染,0,0,0
2014-04-08 10:00:00,9683,2014,4,8,10,209.0,327.0,46.0,123.0,2500.0,12.0,19.7,1010.9,7.1,0.0,SSE,1.7,Dongsi,1,0,2,0,0.5,-0.866,0.866,-0.5,0.782,0.623,157.5,0.383,-0.924,0,0,0.639,重度污染,0,0,0
2014-04-08 11:00:00,9684,2014,4,8,11,223.0,346.0,58.0,123.0,2300.0,29.0,21.4,1009.8,6.5,0.0,SE,2.6,Dongsi,1,0,2,0,0.259,-0.966,0.866,-0.5,0.782,0.623,135.0,0.707,-0.707,0,0,0.645,重度污染,0,0,0
2014-04-08 12:00:00,9685,2014,4,8,12,235.0,316.0,63.0,117.0,2200.0,59.0,23.1,1008.7,4.6,0.0,S,2.5,Dongsi,1,0,2,0,0.0,-1.0,0.866,-0.5,0.782,0.623,180.0,0.0,-1.0,0,0,0.744,重度污染,0,0,0
2014-04-08 13:00:00,9686,2014,4,8,13,203.0,240.0,62.0,74.0,1700.0,128.0,24.2,1007.9,4.0,0.0,SSW,2.5,Dongsi,1,0,2,0,-0.259,-0.966,0.866,-0.5,0.782,0.623,202.5,-0.383,-0.924,0,0,0.846,重度污染,0,1,0
2014-04-08 14:00:00,9687,2014,4,8,14,144.0,149.0,50.0,42.0,1300.0,183.0,24.8,1006.9,2.2,0.0,SW,2.6,Dongsi,1,0,2,0,-0.5,-0.866,0.866,-0.5,0.782,0.623,225.0,-0.707,-0.707,0,0,0.966,中度污染,0,1,0
2014-04-08 15:00:00,9688,2014,4,8,15,145.0,177.0,49.0,31.0,1200.0,205.0,24.7,1006.2,5.0,0.0,SSW,3.8,Dongsi,1,0,2,0,-0.707,-0.707,0.866,-0.5,0.782,0.623,202.5,-0.383,-0.924,0,0,0.819,中度污染,0,1,0
2014-04-08 16:00:00,9689,2014,4,8,16,145.0,177.0,49.0,31.0,1200.0,205.0,24.6,1005.6,4.3,0.0,SSW,2.1,Dongsi,1,0,2,0,-0.866,-0.5,0.866,-0.5,0.782,0.623,202.5,-0.383,-0.924,0,0,0.819,中度污染,0,1,0
2014-04-08 17:00:00,9690,2014,4,8,17,140.0,150.0,53.0,30.0,1200.0,199.0,23.5,1005.7,4.4,0.0,SSW,3.0,Dongsi,1,0,2,0,-0.966,-0.259,0.866,-0.5,0.782,0.623,202.5,-0.383,-0.924,0,0,0.933,中度污染,0,0,0
2014-04-08 18:00:00,9691,2014,4,8,18,142.0,208.0,55.0,33.0,1100.0,186.0,22.9,1005.8,5.3,0.0,SSW,2.8,Dongsi,1,0,2,0,-1.0,-0.0,0.866,-0.5,0.782,0.623,202.5,-0.383,-0.924,0,0,0.683,中度污染,0,0,0
2014-04-08 19:00:00,9692,2014,4,8,19,158.0,216.0,60.0,38.0,1100.0,187.0,22.2,1006.5,6.0,0.0,S,1.8,Dongsi,1,0,2,0,-0.966,0.259,0.866,-0.5,0.782,0.623,180.0,0.0,-1.0,0,0,0.731,重度污染,0,0,0
2014-04-08 20:00:00,9693,2014,4,8,20,155.0,205.0,48.0,42.0,1100.0,170.0,21.7,1006.8,5.6,0.0,SSW,2.5,Dongsi,1,0,2,0,-0.866,0.5,0.866,-0.5,0.782,0.623,202.5,-0.383,-0.924,0,0,0.756,重度污染,0,0,0
2014-04-08 21:00:00,9694,2014,4,8,21,149.0,182.0,41.0,47.0,1100.0,140.0,20.9,1006.7,5.7,0.0,S,1.1,Dongsi,1,0,2,0,-0.707,0.707,0.866,-0.5,0.782,0.623,180.0,0.0,-1.0,0,0,0.819,中度污染,0,0,0
2014-04-08 22:00:00,9695,2014,4,8,22,149.0,182.0,41.0,47.0,1100.0,140.0,19.8,1006.6,6.2,0.0,SSE,1.7,Dongsi,1,0,2,0,-0.5,0.866,0.866,-0.5,0.782,0.623,157.5,0.383,-0.924,0,0,0.819,中度污染,0,0,0
2014-04-08 23:00:00,9696,2014,4,8,23,147.0,179.0,38.0,52.0,1100.0,111.0,19.1,1006.3,6.9,0.0,S,2.1,Dongsi,1,0,2,0,-0.259,0.966,0.866,-0.5,0.782,0.623,180.0,0.0,-1.0,0,0,0.821,中度污染,0,0,0
2014-04-09 00:00:00,9697,2014,4,9,0,147.0,179.0,38.0,52.0,1100.0,111.0,18.4,1005.7,7.5,0.0,S,1.6,Dongsi,2,0,2,0,0.0,1.0,0.866,-0.5,0.975,-0.223,180.0,0.0,-1.0,0,0,0.821,中度污染,0,0,0
2014-04-09 01:00:00,9698,2014,4,9,1,144.0,200.0,45.0,47.0,1100.0,97.0,17.7,1005.3,8.3,0.0,SSE,1.4,Dongsi,2,0,2,0,0.259,0.966,0.866,-0.5,0.975,-0.223,157.5,0.383,-0.924,0,0,0.72,中度污染,0,0,0
2014-04-09 02:00:00,9699,2014,4,9,2,142.0,189.0,40.0,40.0,1000.0,79.0,15.5,1005.1,8.5,0.0,SE,1.0,Dongsi,2,0,2,0,0.5,0.866,0.866,-0.5,0.975,-0.223,135.0,0.707,-0.707,0,0,0.751,中度污染,0,0,0
2014-04-09 03:00:00,9700,2014,4,9,3,151.0,195.0,42.0,43.0,800.0,54.0,14.1,1004.9,8.7,0.0,S,0.5,Dongsi,2,0,2,0,0.707,0.707,0.866,-0.5,0.975,-0.223,180.0,0.0,-1.0,1,1,0.774,重度污染,0,0,0
2014-04-09 04:00:00,9701,2014,4,9,4,151.0,195.0,42.0,43.0,800.0,54.0,12.9,1004.6,8.0,0.0,N,0.6,Dongsi,2,0,2,0,0.866,0.5,0.866,-0.5,0.975,-0.223,0.0,0.0,1.0,1,2,0.774,重度污染,0,0,0
2014-04-09 05:00:00,9702,2014,4,9,5,162.0,189.0,47.0,39.0,1100.0,66.0,12.9,1005.5,9.2,0.0,NE,1.6,Dongsi,2,0,2,0,0.966,0.259,0.866,-0.5,0.975,-0.223,45.0,0.707,0.707,0,0,0.857,重度污染,0,0,0
2014-04-09 06:00:00,9703,2014,4,9,6,150.0,173.0,45.0,52.0,2000.0,48.0,13.9,1005.6,9.1,0.0,N,0.7,Dongsi,2,0,2,0,1.0,0.0,0.866,-0.5,0.975,-0.223,0.0,0.0,1.0,1,1,0.867,中度污染,0,0,0
2014-04-09 07:00:00,9704,2014,4,9,7,175.0,192.0,32.0,108.0,1400.0,7.0,16.5,1006.2,9.2,0.0,ESE,0.7,Dongsi,2,0,2,0,0.966,-0.259,0.866,-0.5,0.975,-0.223,112.5,0.924,-0.383,1,2,0.911,重度污染,0,0,0
2014-04-09 08:00:00,9705,2014,4,9,8,186.0,288.0,26.0,114.0,1600.0,7.0,18.0,1006.2,9.9,0.0,NE,1.9,Dongsi,2,0,2,0,0.866,-0.5,0.866,-0.5,0.975,-0.223,45.0,0.707,0.707,0,0,0.646,重度污染,0,0,0
2014-04-09 09:00:00,9706,2014,4,9,9,166.0,248.0,28.0,84.0,1400.0,31.0,21.2,1005.6,9.7,0.0,W,1.9,Dongsi,2,0,2,0,0.707,-0.707,0.866,-0.5,0.975,-0.223,270.0,-1.0,-0.0,0,0,0.669,重度污染,0,0,0
2014-04-09 10:00:00,9707,2014,4,9,10,171.0,214.0,36.0,68.0,1400.0,66.0,26.4,1004.9,0.9,0.0,W,3.3,Dongsi,2,0,2,0,0.5,-0.866,0.866,-0.5,0.975,-0.223,270.0,-1.0,-0.0,0,0,0.799,重度污染,0,1,0
2014-04-09 11:00:00,9708,2014,4,9,11,169.0,5.0,27.0,54.0,1000.0,104.0,28.1,1004.1,-1.9,0.0,WNW,4.3,Dongsi,2,0,2,0,0.259,-0.966,0.866,-0.5,0.975,-0.223,292.5,-0.924,0.383,0,0,33.8,重度污染,0,1,0
2014-04-09 12:00:00,9709,2014,4,9,12,76.0,5.0,11.0,26.0,600.0,123.0,29.1,1004.0,-4.4,0.0,WNW,4.9,Dongsi,2,0,2,0,0.0,-1.0,0.866,-0.5,0.975,-0.223,292.5,-0.924,0.383,0,0,15.2,轻度污染,0,1,0
2014-04-09 13:00:00,9710,2014,4,9,13,76.0,5.0,11.0,26.0,600.0,123.0,29.5,1004.0,-5.3,0.0,N,3.3,Dongsi,2,0,2,0,-0.259,-0.966,0.866,-0.5,0.975,-0.223,0.0,0.0,1.0,0,0,15.2,轻度污染,0,1,0
2014-04-09 14:00:00,9711,2014,4,9,14,36.0,190.0,5.0,12.0,300.0,121.0,29.2,1004.2,-3.1,0.0,NE,1.9,Dongsi,2,0,2,0,-0.5,-0.866,0.866,-0.5,0.975,-0.223,45.0,0.707,0.707,0,0,0.189,良,0,1,0
2014-04-09 15:00:00,9712,2014,4,9,15,29.0,205.0,2.0,12.0,200.0,114.0,28.2,1005.0,-3.9,0.0,ENE,4.9,Dongsi,2,0,2,0,-0.707,-0.707,0.866,-0.5,0.975,-0.223,67.5,0.924,0.383,0,0,0.141,优,0,1,0
2014-04-09 16:00:00,9713,2014,4,9,16,49.0,213.0,2.0,14.0,300.0,116.0,27.2,1005.9,-3.6,0.0,ENE,3.6,Dongsi,2,0,2,0,-0.866,-0.5,0.866,-0.5,0.975,-0.223,67.5,0.924,0.383,0,0,0.23,良,0,1,0
2014-04-09 17:00:00,9714,2014,4,9,17,43.0,317.0,2.0,26.0,300.0,93.0,26.0,1007.0,-4.6,0.0,E,3.1,Dongsi,2,0,2,0,-0.966,-0.259,0.866,-0.5,0.975,-0.223,90.0,1.0,0.0,0,0,0.136,良,0,1,0
2014-04-09 18:00:00,9715,2014,4,9,18,43.0,317.0,2.0,26.0,300.0,93.0,23.8,1008.5,4.2,0.0,E,3.1,Dongsi,2,0,2,0,-1.0,-0.0,0.866,-0.5,0.975,-0.223,90.0,1.0,0.0,0,0,0.136,良,0,1,0
2014-04-09 19:00:00,9716,2014,4,9,19,59.0,384.0,2.0,26.0,300.0,93.0,22.4,1010.4,4.4,0.0,ESE,5.702,Dongsi,2,0,2,0,-0.966,0.259,0.866,-0.5,0.975,-0.223,112.5,0.924,-0.383,0,0,0.154,良,0,0,0
2014-04-09 20:00:00,9717,2014,4,9,20,73.0,404.395,7.0,40.0,500.0,90.0,21.1,1012.6,1.9,0.0,SE,3.2,Dongsi,2,0,2,0,-0.866,0.5,0.866,-0.5,0.975,-0.223,135.0,0.707,-0.707,0,0,0.181,良,0,0,0
2014-04-09 21:00:00,9718,2014,4,9,21,104.0,206.0,32.0,44.0,1100.0,112.0,19.6,1014.0,2.4,0.0,ESE,2.7,Dongsi,2,0,2,0,-0.707,0.707,0.866,-0.5,0.975,-0.223,112.5,0.924,-0.383,0,0,0.505,轻度污染,0,0,0
2014-04-09 22:00:00,9719,2014,4,9,22,98.0,372.0,40.0,55.0,1500.0,78.0,17.9,1015.4,4.5,0.0,SSE,2.4,Dongsi,2,0,2,0,-0.5,0.866,0.866,-0.5,0.975,-0.223,157.5,0.383,-0.924,0,0,0.263,轻度污染,0,0,0
2014-04-09 23:00:00,9720,2014,4,9,23,121.0,404.395,44.0,59.0,2100.0,57.0,16.5,1016.5,4.5,0.0,S,1.9,Dongsi,2,0,2,0,-0.259,0.966,0.866,-0.5,0.975,-0.223,180.0,0.0,-1.0,0,0,0.299,中度污染,0,0,0
2014-04-10 00:00:00,9721,2014,4,10,0,126.0,398.0,43.0,57.0,2200.0,45.0,15.7,1016.7,3.1,0.0,SSE,1.2,Dongsi,3,0,2,0,0.0,1.0,0.866,-0.5,0.434,-0.901,157.5,0.383,-0.924,0,0,0.317,中度污染,0,0,0
2014-04-10 01:00:00,9722,2014,4,10,1,119.0,404.395,41.0,49.0,1900.0,46.0,15.5,1017.2,2.3,0.0,SW,0.9,Dongsi,3,0,2,0,0.259,0.966,0.866,-0.5,0.434,-0.901,225.0,-0.707,-0.707,1,1,0.294,中度污染,0,0,0
2014-04-10 02:00:00,9723,2014,4,10,2,95.0,404.395,35.0,44.0,1700.0,51.0,15.4,1017.1,1.9,0.0,SW,1.1,Dongsi,3,0,2,0,0.5,0.866,0.866,-0.5,0.434,-0.901,225.0,-0.707,-0.707,0,0,0.235,轻度污染,0,0,0
2014-04-10 03:00:00,9724,2014,4,10,3,90.0,404.395,32.0,42.0,1500.0,51.0,15.1,1017.4,1.6,0.0,S,1.2,Dongsi,3,0,2,0,0.707,0.707,0.866,-0.5,0.434,-0.901,180.0,0.0,-1.0,0,0,0.223,轻度污染,0,0,0
2014-04-10 04:00:00,9725,2014,4,10,4,90.0,404.395,31.0,43.0,1500.0,47.0,14.3,1017.4,2.5,0.0,E,0.7,Dongsi,3,0,2,0,0.866,0.5,0.866,-0.5,0.434,-0.901,90.0,1.0,0.0,1,1,0.223,轻度污染,0,0,0
2014-04-10 05:00:00,9726,2014,4,10,5,93.0,404.395,35.0,46.0,1600.0,35.0,14.3,1018.4,1.9,0.0,SSW,2.4,Dongsi,3,0,2,0,0.966,0.259,0.866,-0.5,0.434,-0.901,202.5,-0.383,-0.924,0,0,0.23,轻度污染,0,0,0
2014-04-10 06:00:00,9727,2014,4,10,6,89.0,404.395,40.0,52.0,1800.0,27.0,14.3,1019.1,1.5,0.0,S,0.9,Dongsi,3,0,2,0,1.0,0.0,0.866,-0.5,0.434,-0.901,180.0,0.0,-1.0,1,1,0.22,轻度污染,0,0,0
2014-04-10 07:00:00,9728,2014,4,10,7,88.0,404.395,39.0,61.0,1600.0,18.0,14.9,1019.4,1.4,0.0,S,1.9,Dongsi,3,0,2,0,0.966,-0.259,0.866,-0.5,0.434,-0.901,180.0,0.0,-1.0,0,0,0.218,轻度污染,0,0,0
2014-04-10 08:00:00,9729,2014,4,10,8,78.0,404.395,33.0,47.0,1100.0,33.0,15.2,1019.8,0.2,0.0,SW,2.2,Dongsi,3,0,2,0,0.866,-0.5,0.866,-0.5,0.434,-0.901,225.0,-0.707,-0.707,0,0,0.193,轻度污染,0,0,0
2014-04-10 09:00:00,9730,2014,4,10,9,78.0,404.395,33.0,47.0,1100.0,33.0,16.1,1019.9,0.2,0.0,S,2.4,Dongsi,3,0,2,0,0.707,-0.707,0.866,-0.5,0.434,-0.901,180.0,0.0,-1.0,0,0,0.193,轻度污染,0,0,0
2014-04-10 10:00:00,9731,2014,4,10,10,66.0,404.395,35.0,44.0,1200.0,42.0,16.4,1019.7,-1.2,0.0,SE,2.0,Dongsi,3,0,2,0,0.5,-0.866,0.866,-0.5,0.434,-0.901,135.0,0.707,-0.707,0,0,0.163,良,0,0,0
2014-04-10 11:00:00,9732,2014,4,10,11,69.0,404.395,26.0,35.0,1100.0,58.0,16.5,1019.3,-0.7,0.0,ESE,1.5,Dongsi,3,0,2,0,0.259,-0.966,0.866,-0.5,0.434,-0.901,112.5,0.924,-0.383,0,0,0.171,良,0,0,0
2014-04-10 12:00:00,9733,2014,4,10,12,56.0,404.395,20.0,34.0,900.0,65.0,17.0,1018.7,-0.3,0.0,S,2.0,Dongsi,3,0,2,0,0.0,-1.0,0.866,-0.5,0.434,-0.901,180.0,0.0,-1.0,0,0,0.138,良,0,0,0
2014-04-10 13:00:00,9734,2014,4,10,13,59.0,404.395,20.0,36.0,1000.0,63.0,18.0,1017.7,-0.8,0.0,SW,2.6,Dongsi,3,0,2,0,-0.259,-0.966,0.866,-0.5,0.434,-0.901,225.0,-0.707,-0.707,0,0,0.146,良,0,0,0
2014-04-10 14:00:00,9735,2014,4,10,14,52.0,386.0,18.0,31.0,800.0,73.0,17.9,1016.8,-6.8,0.0,S,2.4,Dongsi,3,0,2,0,-0.5,-0.866,0.866,-0.5,0.434,-0.901,180.0,0.0,-1.0,0,0,0.135,良,0,0,0
2014-04-10 15:00:00,9736,2014,4,10,15,35.0,285.0,15.0,31.0,700.0,76.0,17.3,1016.2,-5.3,0.0,SE,2.5,Dongsi,3,0,2,0,-0.707,-0.707,0.866,-0.5,0.434,-0.901,135.0,0.707,-0.707,0,0,0.123,优,0,0,0
2014-04-10 16:00:00,9737,2014,4,10,16,60.0,259.0,18.0,38.0,800.0,70.0,17.0,1016.1,-4.9,0.0,SSE,3.1,Dongsi,3,0,2,0,-0.866,-0.5,0.866,-0.5,0.434,-0.901,157.5,0.383,-0.924,0,0,0.232,良,0,0,0
2014-04-10 17:00:00,9738,2014,4,10,17,74.0,184.0,23.0,39.0,1000.0,73.0,16.7,1016.0,-4.0,0.0,SSE,2.1,Dongsi,3,0,2,0,-0.966,-0.259,0.866,-0.5,0.434,-0.901,157.5,0.383,-0.924,0,0,0.402,良,0,0,0
